abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless,total_stats,offense_defense_ratio,predicted_legendary
"Magnet Pull, Sturdy, Analytic",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,60,5120,70,465,60,Magnet Pokémon,95,1000000,1,50,Rarecoilレアコイル,Magneton,NA,82,120,70,70,Electric,Steel,60,1,FALSE,TRUE,465,0.631578947368421,0.005973844971682259
"Keen Eye, Inner Focus, Defiant",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,90,5120,70,377,45,Wild Duck Pokémon,55,1000000,0.8,52,Kamonegiカモネギ,Farfetch'd,50,83,58,62,60,Normal,Flying,15,1,FALSE,FALSE,377,1.6363636363636365,2.1458294666961326e-5
"Run Away, Early Bird, Tangled Feet",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,5120,70,310,190,Twin Bird Pokémon,45,1000000,1.4,35,Dodoドードー,Doduo,50,84,35,35,75,Normal,Flying,39.2,1,FALSE,FALSE,310,1.8888888888888888,2.2202790346976097e-6
"Run Away, Early Bird, Tangled Feet",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,110,5120,70,470,45,Triple Bird Pokémon,70,1000000,1.8,60,Dodorioドードリオ,Dodrio,50,85,60,60,110,Normal,Flying,85.2,1,FALSE,FALSE,470,1.5714285714285714,4.999173696080732e-4
"Thick Fat, Hydration, Ice Body",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5120,70,325,190,Sea Lion Pokémon,55,1000000,1.1,65,Pawouパウワウ,Seel,50,86,45,70,45,Water,None,90,1,FALSE,FALSE,325,0.8181818181818182,9.325491834282168e-6
"Thick Fat, Hydration, Ice Body",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,70,5120,70,475,75,Sea Lion Pokémon,80,1000000,1.7,90,Jugonジュゴン,Dewgong,50,87,70,95,70,Water,Ice,120,1,FALSE,FALSE,475,0.875,0.0014951634072688914
"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,80,5120,70,325,190,Sludge Pokémon,50,1000000,NA,80,Betbeterベトベター,Grimer,50,88,40,50,25,Poison,Poison,NA,1,FALSE,FALSE,325,1.6,5.762667099249927e-12
"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,105,5120,70,500,75,Sludge Pokémon,75,1000000,NA,105,Betbetonベトベトン,Muk,50,89,65,100,50,Poison,Poison,NA,1,FALSE,FALSE,500,1.4,2.1572310852661902e-9
"Shell Armor, Skill Link, Overcoat",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,305,190,Bivalve Pokémon,100,1250000,0.3,30,Shellderシェルダー,Shellder,50,90,45,25,40,Water,None,4,1,FALSE,FALSE,305,0.65,4.737894432885791e-6
"Shell Armor, Skill Link, Overcoat",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,95,5120,70,525,60,Bivalve Pokémon,180,1250000,1.5,50,Parshenパルシェン,Cloyster,50,91,85,45,70,Water,Ice,132.5,1,FALSE,FALSE,525,0.5277777777777778,0.008073076389105635
Levitate,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,35,5120,70,310,190,Gas Pokémon,30,1059860,1.3,30,Ghosゴース,Gastly,50,92,100,35,80,Ghost,Poison,0.1,1,FALSE,FALSE,310,1.1666666666666667,2.5825997041487867e-6
Levitate,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,50,5120,70,405,90,Gas Pokémon,45,1059860,1.6,45,Ghostゴースト,Haunter,50,93,115,55,95,Ghost,Poison,0.1,1,FALSE,FALSE,405,1.1111111111111112,6.440950313457622e-5
Cursed Body,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1,65,5120,70,600,45,Shadow Pokémon,80,1059860,1.5,60,Gangarゲンガー,Gengar,50,94,170,95,130,Ghost,Poison,40.5,1,FALSE,FALSE,600,0.8125,0.045310770092318244
"Rock Head, Sturdy, Weak Armor",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,45,6400,70,385,45,Rock Snake Pokémon,160,1000000,8.8,35,Iwarkイワーク,Onix,50,95,30,45,70,Rock,Ground,210,1,FALSE,FALSE,385,0.28125,1.1372459811405177e-4
"Insomnia, Forewarn, Inner Focus",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,328,190,Hypnosis Pokémon,45,1000000,1,60,Sleepeスリープ,Drowzee,50,96,43,90,42,Psychic,None,32.4,1,FALSE,FALSE,328,1.0666666666666667,1.7460281379590964e-4
"Insomnia, Forewarn, Inner Focus",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,73,5120,70,483,75,Hypnosis Pokémon,70,1000000,1.6,85,Sleeperスリーパー,Hypno,50,97,73,115,67,Psychic,None,75.6,1,FALSE,FALSE,483,1.042857142857143,0.03214562482774982
"Hyper Cutter, Shell Armor, Sheer Force",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,325,225,River Crab Pokémon,90,1000000,0.4,30,Crabクラブ,Krabby,50,98,25,25,50,Water,None,6.5,1,FALSE,FALSE,325,1.1666666666666667,9.325491834282168e-6
"Hyper Cutter, Shell Armor, Sheer Force",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,130,5120,70,475,60,Pincer Pokémon,115,1000000,1.3,55,Kinglerキングラー,Kingler,50,99,50,50,75,Water,None,60,1,FALSE,FALSE,475,1.1304347826086956,0.0014951634072688914
"Soundproof, Static, Aftermath",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,30,5120,70,330,190,Ball Pokémon,50,1000000,0.5,40,Biriridamaビリリダマ,Voltorb,NA,100,55,55,100,Electric,None,10.4,1,FALSE,TRUE,330,0.6,6.219173952161707e-5
"Soundproof, Static, Aftermath",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,490,60,Ball Pokémon,70,1000000,1.2,60,Marumineマルマイン,Electrode,NA,101,80,80,150,Electric,None,66.6,1,FALSE,TRUE,490,0.7142857142857143,0.013817324386182148
"Chlorophyll, Harvest",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,40,5120,70,325,90,Egg Pokémon,80,1250000,0.4,60,Tamatamaタマタマ,Exeggcute,50,102,60,45,40,Grass,Psychic,2.5,1,FALSE,FALSE,325,0.5,1.3066308356444049e-5
"Chlorophyll, Harvest, Frisk, Harvest",4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,105,5120,70,530,45,Coconut Pokémon,85,1250000,NA,95,Nassyナッシー,Exeggutor,50,103,125,75,45,Grass,Psychic,NA,1,FALSE,FALSE,530,1.2352941176470589,0.013327154448595791
"Rock Head, Lightningrod, Battle Armor",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,5120,70,320,190,Lonely Pokémon,95,1000000,0.4,50,Karakaraカラカラ,Cubone,50,104,40,50,35,Ground,None,6.5,1,FALSE,FALSE,320,0.5263157894736842,1.1590121591201974e-5
"Rock Head, Lightningrod, Battle Armor, Cursed Body, Lightningrod, Rock Head",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,NA,60,Garagaraガラガラ,Marowak,50,105,50,80,45,Ground,Fire,NA,1,FALSE,FALSE,425,0.7272727272727273,4.053972623439439e-4
"Limber, Reckless, Unburden",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,6400,70,455,45,Kicking Pokémon,53,1000000,1.5,50,Sawamularサワムラー,Hitmonlee,100,106,35,110,87,Fighting,None,49.8,1,FALSE,FALSE,455,2.2641509433962264,9.833229609599576e-11
"Keen Eye, Iron Fist, Inner Focus",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,6400,70,455,45,Punching Pokémon,79,1000000,1.4,50,Ebiwalarエビワラー,Hitmonchan,100,107,35,110,76,Fighting,None,50.2,1,FALSE,FALSE,455,1.3291139240506329,9.833229609599576e-11
"Own Tempo, Oblivious, Cloud Nine",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,385,45,Licking Pokémon,75,1000000,1.2,90,Beroringaベロリンガ,Lickitung,50,108,60,75,30,Normal,None,65.5,1,FALSE,FALSE,385,0.7333333333333333,2.8133751627591872e-5
Levitate,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,65,5120,70,340,190,Poison Gas Pokémon,95,1000000,0.6,40,Dogarsドガース,Koffing,50,109,60,45,35,Poison,None,1,1,FALSE,FALSE,340,0.6842105263157895,9.576124876441204e-12
Levitate,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,90,5120,70,490,60,Poison Gas Pokémon,120,1000000,1.2,65,Matadogasマタドガス,Weezing,50,110,85,70,60,Poison,None,9.5,1,FALSE,FALSE,490,0.75,1.5376322904706396e-9
"Lightningrod, Rock Head, Reckless",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,85,5120,70,345,120,Spikes Pokémon,95,1250000,1,80,Sihornサイホーン,Rhyhorn,50,111,30,30,25,Ground,Rock,115,1,FALSE,FALSE,345,0.8947368421052632,2.702039783983727e-5
"Lightningrod, Rock Head, Reckless",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,130,5120,70,485,60,Drill Pokémon,120,1250000,1.9,105,Sidonサイドン,Rhydon,50,112,45,45,40,Ground,Rock,120,1,FALSE,FALSE,485,1.0833333333333333,0.003083052812007151
"Natural Cure, Serene Grace, Healer",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,450,30,Egg Pokémon,5,800000,1.1,250,Luckyラッキー,Chansey,0,113,35,105,50,Normal,None,34.6,1,FALSE,FALSE,450,1,2.540485307461114e-4
"Chlorophyll, Leaf Guard, Regenerator",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,435,45,Vine Pokémon,115,1000000,1,65,Monjaraモンジャラ,Tangela,50,114,100,40,60,Grass,None,35,1,FALSE,FALSE,435,0.4782608695652174,5.412643443479367e-4
"Early Bird, Scrappy, Inner Focus",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,125,5120,70,590,45,Parent Pokémon,100,1000000,2.2,105,Garuraガルーラ,Kangaskhan,0,115,60,100,100,Normal,None,80,1,FALSE,FALSE,590,1.25,0.02826148391806537
"Swift Swim, Sniper, Damp",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,40,5120,70,295,225,Dragon Pokémon,70,1000000,0.4,30,Tattuタッツー,Horsea,50,116,70,25,60,Water,None,8,1,FALSE,FALSE,295,0.5714285714285714,3.377083441748325e-6
"Poison Point, Sniper, Damp",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,440,75,Dragon Pokémon,95,1000000,1.2,55,Seadraシードラ,Seadra,50,117,95,45,85,Water,None,25,1,FALSE,FALSE,440,0.6842105263157895,4.575990147235672e-4
"Swift Swim, Water Veil, Lightningrod",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,67,5120,70,320,225,Goldfish Pokémon,60,1000000,0.6,45,Tosakintoトサキント,Goldeen,50,118,35,50,63,Water,None,15,1,FALSE,FALSE,320,1.1166666666666667,7.873181932724134e-6
"Swift Swim, Water Veil, Lightningrod",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,5120,70,450,60,Goldfish Pokémon,65,1000000,1.3,80,Azumaoアズマオウ,Seaking,50,119,65,80,68,Water,None,39,1,FALSE,FALSE,450,1.4153846153846155,6.418731168728101e-4
"Illuminate, Natural Cure, Analytic",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5120,70,340,225,Starshape Pokémon,55,1250000,0.8,30,Hitodemanヒトデマン,Staryu,NA,120,70,55,85,Water,None,34.5,1,FALSE,TRUE,340,0.8181818181818182,1.5496561176829095e-5
"Illuminate, Natural Cure, Analytic",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,520,60,Mysterious Pokémon,85,1250000,1.1,60,Starmieスターミー,Starmie,NA,121,100,85,115,Water,Psychic,80,1,FALSE,TRUE,520,0.8823529411764706,0.006824382223489854
"Soundproof, Filter, Technician",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,45,6400,70,460,45,Barrier Pokémon,65,1000000,1.3,40,Barrierdバリヤード,Mr. Mime,50,122,100,120,90,Psychic,Fairy,54.5,1,FALSE,FALSE,460,0.6923076923076923,0.01501549453842004
"Swarm, Technician, Steadfast",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,110,6400,70,500,45,Mantis Pokémon,80,1000000,1.5,70,Strikeストライク,Scyther,50,123,55,80,105,Bug,Flying,56,1,FALSE,FALSE,500,1.375,0.004214761779107651
"Oblivious, Forewarn, Dry Skin",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,50,6400,70,455,45,Humanshape Pokémon,35,1000000,1.4,65,Rougelaルージュラ,Jynx,0,124,115,95,95,Ice,Psychic,40.6,1,FALSE,FALSE,455,1.4285714285714286,0.004638546925671107
"Static, Vital Spirit",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,83,6400,70,490,45,Electric Pokémon,57,1000000,1.1,65,Elebooエレブー,Electabuzz,75.4,125,95,85,105,Electric,None,30,1,FALSE,FALSE,490,1.456140350877193,0.013817324386182148
"Flame Body, Vital Spirit",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,495,45,Spitfire Pokémon,57,1000000,1.3,65,Booberブーバー,Magmar,75.4,126,100,85,93,Fire,None,44.5,1,FALSE,FALSE,495,1.6666666666666667,0.00835509514199242
"Hyper Cutter, Mold Breaker, Moxie",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,1.5,65,Kailiosカイロス,Pinsir,50,127,65,90,105,Bug,None,55,1,FALSE,FALSE,600,1.2916666666666667,0.11114275537941783
"Intimidate, Anger Point, Sheer Force",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,70,490,45,Wild Bull Pokémon,95,1250000,1.4,75,Kentaurosケンタロス,Tauros,100,128,40,70,110,Normal,None,88.4,1,FALSE,FALSE,490,1.0526315789473684,9.835046330614503e-4
"Swift Swim, Rattled",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10,1280,70,200,255,Fish Pokémon,55,1250000,0.9,20,Koikingコイキング,Magikarp,50,129,15,20,80,Water,None,10,1,FALSE,FALSE,200,0.18181818181818182,1.3540150614429904e-7
"Intimidate, Moxie",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,155,1280,70,640,45,Atrocious Pokémon,109,1250000,6.5,95,Gyaradosギャラドス,Gyarados,50,130,70,130,81,Water,Flying,235,1,FALSE,FALSE,640,1.4220183486238531,0.2854828874961091
"Water Absorb, Shell Armor, Hydration",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,85,10240,70,535,45,Transport Pokémon,80,1250000,2.5,130,Laplaceラプラス,Lapras,50,131,85,95,60,Water,Ice,220,1,FALSE,FALSE,535,1.0625,0.011289448631051387
"Limber, Imposter",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,48,5120,70,288,35,Transform Pokémon,48,1000000,0.3,48,Metamonメタモン,Ditto,NA,132,48,48,48,Normal,None,4,1,FALSE,TRUE,288,1,1.0541705271203354e-6
"Run Away, Adaptability, Anticipation",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,8960,70,325,45,Evolution Pokémon,50,1000000,0.3,55,Eievuiイーブイ,Eevee,88.1,133,45,65,55,Normal,None,6.5,1,FALSE,FALSE,325,1.1,3.6895482059813184e-6
"Water Absorb, Hydration",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,1,130,Showersシャワーズ,Vaporeon,88.1,134,110,95,65,Water,None,29,1,FALSE,FALSE,525,1.0833333333333333,0.008073076389105635
"Volt Absorb, Quick Feet",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,8960,70,525,45,Lightning Pokémon,60,1000000,0.8,65,Thundersサンダース,Jolteon,88.1,135,110,95,130,Electric,None,24.5,1,FALSE,FALSE,525,1.0833333333333333,0.043818890001933286
"Flash Fire, Guts",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,130,8960,70,525,45,Flame Pokémon,60,1000000,0.9,65,Boosterブースター,Flareon,88.1,136,95,110,65,Fire,None,25,1,FALSE,FALSE,525,2.1666666666666665,0.022737309416335755
"Trace, Download, Analytic",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,395,45,Virtual Pokémon,70,1000000,0.8,65,Porygonポリゴン,Porygon,NA,137,85,75,40,Normal,None,36.5,1,FALSE,TRUE,395,0.8571428571428571,3.946997987978071e-5
"Swift Swim, Shell Armor, Weak Armor",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,40,7680,70,355,45,Spiral Pokémon,100,1000000,0.4,35,Omniteオムナイト,Omanyte,88.1,138,90,55,35,Rock,Water,7.5,1,FALSE,FALSE,355,0.4,4.118635685417935e-5
"Swift Swim, Shell Armor, Weak Armor",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,60,7680,70,495,45,Spiral Pokémon,125,1000000,1,70,Omstarオムスター,Omastar,88.1,139,115,70,55,Rock,Water,35,1,FALSE,FALSE,495,0.48,0.004691884599435849
"Swift Swim, Battle Armor, Weak Armor",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,80,7680,70,355,45,Shellfish Pokémon,90,1000000,0.5,30,Kabutoカブト,Kabuto,88.1,140,55,45,55,Rock,Water,11.5,1,FALSE,FALSE,355,0.8888888888888888,4.118635685417935e-5
"Swift Swim, Battle Armor, Weak Armor",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,115,7680,70,495,45,Shellfish Pokémon,105,1000000,1.3,60,Kabutopsカブトプス,Kabutops,88.1,141,65,70,80,Rock,Water,40.5,1,FALSE,FALSE,495,1.0952380952380953,0.004691884599435849
"Rock Head, Pressure, Unnerve",0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,135,8960,70,615,45,Fossil Pokémon,85,1250000,1.8,80,Pteraプテラ,Aerodactyl,88.1,142,70,95,150,Rock,Flying,59,1,FALSE,FALSE,615,1.588235294117647,0.21513648554155307
"Immunity, Thick Fat, Gluttony",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,10240,70,540,25,Sleeping Pokémon,65,1250000,2.1,160,Kabigonカビゴン,Snorlax,88.1,143,65,110,30,Normal,None,460,1,FALSE,FALSE,540,1.6923076923076923,0.005322393601902676
"Pressure, Snow Cloak",0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,85,20480,35,580,3,Freeze Pokémon,100,1250000,1.7,90,Freezerフリーザー,Articuno,NA,144,95,125,85,Ice,Flying,55.4,1,TRUE,TRUE,580,0.85,0.24297585115743298
"Pressure, Static",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,90,20480,35,580,3,Electric Pokémon,85,1250000,1.6,90,Thunderサンダー,Zapdos,NA,145,125,90,100,Electric,Flying,52.6,1,TRUE,TRUE,580,1.0588235294117647,0.22781631402868116
"Pressure, Flame Body",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,100,20480,35,580,3,Flame Pokémon,90,1250000,2,90,Fireファイヤー,Moltres,NA,146,125,85,90,Fire,Flying,60,1,TRUE,TRUE,580,1.1111111111111112,0.13027281156649365
"Shed Skin, Marvel Scale",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,64,10240,35,300,45,Dragon Pokémon,45,1250000,1.8,41,Miniryuミニリュウ,Dratini,50,147,50,50,50,Dragon,None,3.3,1,FALSE,FALSE,300,1.4222222222222223,1.1995429207045687e-6
"Shed Skin, Marvel Scale",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,84,10240,35,420,45,Dragon Pokémon,65,1250000,4,61,Hakuryuハクリュー,Dragonair,50,148,70,70,70,Dragon,None,16.5,1,FALSE,FALSE,420,1.2923076923076924,6.974549714235741e-5
"Inner Focus, Multiscale",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,134,10240,35,600,45,Dragon Pokémon,95,1250000,2.2,91,Kairyuカイリュー,Dragonite,50,149,100,100,80,Dragon,Flying,210,1,FALSE,FALSE,600,1.4105263157894736,0.02999947559175222
"Pressure, Unnerve",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,150,30720,0,780,3,Genetic Pokémon,70,1250000,2,106,Mewtwoミュウツー,Mewtwo,NA,150,194,120,140,Psychic,None,122,1,TRUE,TRUE,780,2.142857142857143,0.998709033428281
Synchronize,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,30720,100,600,45,New Species Pokémon,100,1059860,0.4,100,Mewミュウ,Mew,NA,151,100,100,100,Psychic,None,4,1,TRUE,TRUE,600,1,0.6356657183187838
"Overgrow, Leaf Guard",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,49,5120,70,318,45,Leaf Pokémon,65,1059860,0.9,45,Chicoritaチコリータ,Chikorita,88.1,152,49,65,45,Grass,None,6.4,2,FALSE,FALSE,318,0.7538461538461538,1.5992795008900873e-5
"Overgrow, Leaf Guard",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,62,5120,70,405,45,Leaf Pokémon,80,1059860,1.2,60,Bayleafベイリーフ,Bayleef,88.1,153,63,80,60,Grass,None,15.8,2,FALSE,FALSE,405,0.775,3.0414702114945437e-4
"Overgrow, Leaf Guard",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,82,5120,70,525,45,Herb Pokémon,100,1059860,1.8,80,Meganiumメガニウム,Meganium,88.1,154,83,100,80,Grass,None,100.5,2,FALSE,FALSE,525,0.82,0.017383211301179043
"Blaze, Flash Fire",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,52,5120,70,309,45,Fire Mouse Pokémon,43,1059860,0.5,39,Hinoarashiヒノアラシ,Cyndaquil,88.1,155,60,50,65,Fire,None,7.9,2,FALSE,FALSE,309,1.2093023255813953,2.405839739330292e-5
"Blaze, Flash Fire",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,64,5120,70,405,45,Volcano Pokémon,58,1059860,0.9,58,Magmarashiマグマラシ,Quilava,88.1,156,80,65,80,Fire,None,19,2,FALSE,FALSE,405,1.103448275862069,6.203428338264714e-4
"Blaze, Flash Fire",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,84,5120,70,534,45,Volcano Pokémon,78,1059860,1.7,78,Bakphoonバクフーン,Typhlosion,88.1,157,109,85,100,Fire,None,79.5,2,FALSE,FALSE,534,1.0769230769230769,0.04666760666052608
"Torrent, Sheer Force",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,314,45,Big Jaw Pokémon,64,1059860,0.6,50,Waninokoワニノコ,Totodile,88.1,158,44,48,43,Water,None,9.5,2,FALSE,FALSE,314,1.015625,9.968424725202003e-6
"Torrent, Sheer Force",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,5120,70,405,45,Big Jaw Pokémon,80,1059860,1.1,65,Alligatesアリゲイツ,Croconaw,88.1,159,59,63,58,Water,None,25,2,FALSE,FALSE,405,1,2.1708939296833185e-4
"Torrent, Sheer Force",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,530,45,Big Jaw Pokémon,100,1059860,2.3,85,Ordileオーダイル,Feraligatr,88.1,160,79,83,78,Water,None,88.8,2,FALSE,FALSE,530,1.05,0.01473460061844913
"Run Away, Keen Eye, Frisk",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,46,3840,70,215,255,Scout Pokémon,34,1000000,0.8,35,Otachiオタチ,Sentret,50,161,35,45,20,Normal,None,6,2,FALSE,FALSE,215,1.3529411764705883,1.3809960056899526e-7
"Run Away, Keen Eye, Frisk",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,76,3840,70,415,90,Long Body Pokémon,64,1000000,1.8,85,Ootachiオオタチ,Furret,50,162,45,55,90,Normal,None,32.5,2,FALSE,FALSE,415,1.1875,1.2051017849841493e-4
"Insomnia, Keen Eye, Tinted Lens",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,30,3840,70,262,255,Owl Pokémon,30,1000000,0.7,60,Hohoホーホー,Hoothoot,50,163,36,56,50,Normal,Flying,21.2,2,FALSE,FALSE,262,1,6.781095035504447e-7
"Insomnia, Keen Eye, Tinted Lens",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,452,90,Owl Pokémon,50,1000000,1.6,100,Yorunozukuヨルノズク,Noctowl,50,164,86,96,70,Normal,Flying,40.8,2,FALSE,FALSE,452,1,4.216541438499776e-4
"Swarm, Early Bird, Rattled",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,20,3840,70,265,255,Five Star Pokémon,30,800000,1,40,Redibaレディバ,Ledyba,50,165,40,80,55,Bug,Flying,10.8,2,FALSE,FALSE,265,0.6666666666666666,2.300232838192687e-6
"Swarm, Early Bird, Iron Fist",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,35,3840,70,390,90,Five Star Pokémon,50,800000,1.4,55,Redianレディアン,Ledian,50,166,55,110,85,Bug,Flying,35.6,2,FALSE,FALSE,390,0.7,1.5840038848028738e-4
